Time,1.00E+00,2.00E+00,3.00E+00,4.00E+00,5.00E+00,6.00E+00,7.00E+00,8.00E+00,9.00E+00,1.00E+01
r_U,6.98E+00,5.89E+00,4.06E+00,9.28E-01,3.50E-02,5.01E-04,2.34E-05,0.00E+00,0.00E+00,0.00E+00
r_O,6.98E+00,6.36E+00,6.58E+00,3.90E+00,2.14E-01,2.50E-03,4.94E-05,0.00E+00,0.00E+00,0.00E+00
r_T,6.98E+00,6.15E+00,5.49E+00,2.79E+00,1.51E-01,1.75E-03,4.03E-05,0.00E+00,0.00E+00,0.00E+00
SD r_U,2.54E+00,8.35E-01,5.89E-01,5.31E-01,1.03E-01,8.50E-03,3.26E-04,0.00E+00,0.00E+00,0.00E+00
SD r_O,2.54E+00,9.46E-01,3.82E-01,1.07E+00,4.02E-01,5.25E-02,8.37E-04,0.00E+00,0.00E+00,0.00E+00
SD r_T,2.54E+00,8.91E-01,3.63E-01,8.15E-01,2.89E-01,3.66E-02,6.38E-04,0.00E+00,0.00E+00,0.00E+00
