Time,1.00E+00,2.00E+00,3.00E+00,4.00E+00,5.00E+00,6.00E+00,7.00E+00,8.00E+00,9.00E+00,1.00E+01,1.10E+01
r_U,4.85E+00,6.87E+00,4.72E+00,1.45E+00,1.69E-01,9.29E-03,3.48E-04,5.20E-05,0.00E+00,0.00E+00,0.00E+00
r_O,4.85E+00,7.88E+00,8.76E+00,4.97E+00,8.23E-01,4.82E-02,1.77E-03,9.06E-05,0.00E+00,0.00E+00,0.00E+00
r_T,4.85E+00,7.22E+00,6.23E+00,2.85E+00,4.37E-01,2.52E-02,9.21E-04,6.74E-05,0.00E+00,0.00E+00,0.00E+00
SD r_U,4.54E+00,3.53E+00,1.61E+00,1.25E+00,3.35E-01,5.61E-02,4.77E-03,1.70E-03,0.00E+00,0.00E+00,0.00E+00
SD r_O,4.54E+00,4.19E+00,1.92E+00,2.34E+00,1.13E+00,2.34E-01,2.61E-02,2.14E-03,0.00E+00,0.00E+00,0.00E+00
SD r_T,4.54E+00,3.74E+00,1.55E+00,1.61E+00,6.42E-01,1.28E-01,1.31E-02,1.85E-03,0.00E+00,0.00E+00,0.00E+00
