Time,1.00E+00,2.00E+00,3.00E+00,4.00E+00,5.00E+00,6.00E+00,7.00E+00,8.00E+00,9.00E+00,1.00E+01,1.10E+01,1.20E+01,1.30E+01,1.40E+01,1.50E+01
r_U,2.99E+00,2.67E+00,2.47E+00,2.14E+00,1.35E+00,5.18E-01,1.24E-01,2.47E-02,5.61E-03,1.99E-03,9.90E-04,1.08E-04,0.00E+00,0.00E+00,0.00E+00
r_O,2.99E+00,2.80E+00,2.99E+00,3.63E+00,3.95E+00,2.43E+00,6.95E-01,1.32E-01,2.48E-02,4.64E-03,1.30E-03,1.23E-04,0.00E+00,0.00E+00,0.00E+00
r_T,2.99E+00,2.69E+00,2.56E+00,2.42E+00,1.86E+00,9.19E-01,2.47E-01,4.75E-02,9.69E-03,2.48E-03,1.04E-03,1.09E-04,0.00E+00,0.00E+00,0.00E+00
SD r_U,1.74E+00,8.85E-01,4.71E-01,3.89E-01,4.66E-01,4.13E-01,2.23E-01,9.46E-02,2.92E-02,9.03E-03,1.51E-02,5.14E-03,0.00E+00,0.00E+00,0.00E+00
SD r_O,1.74E+00,9.39E-01,6.07E-01,5.27E-01,4.06E-01,1.01E+00,8.22E-01,3.87E-01,1.59E-01,3.17E-02,1.63E-02,5.20E-03,0.00E+00,0.00E+00,0.00E+00
SD r_T,1.74E+00,8.95E-01,4.88E-01,3.45E-01,3.87E-01,5.03E-01,3.37E-01,1.53E-01,5.74E-02,1.27E-02,1.52E-02,5.14E-03,0.00E+00,0.00E+00,0.00E+00
