Time,1.00E+00,2.00E+00,3.00E+00,4.00E+00,5.00E+00,6.00E+00,7.00E+00,8.00E+00,9.00E+00
r_U,8.95E+00,7.32E+00,3.81E+00,3.58E-01,2.17E-03,1.21E-05,0.00E+00,0.00E+00,0.00E+00
r_O,8.95E+00,7.95E+00,7.11E+00,2.00E+00,1.12E-02,7.05E-05,0.00E+00,0.00E+00,0.00E+00
r_T,8.95E+00,7.84E+00,6.62E+00,1.81E+00,1.01E-02,6.37E-05,0.00E+00,0.00E+00,0.00E+00
SD r_U,2.87E+00,7.80E-01,8.08E-01,2.93E-01,2.75E-02,6.90E-04,0.00E+00,0.00E+00,0.00E+00
SD r_O,2.87E+00,8.93E-01,4.06E-01,1.01E+00,9.69E-02,4.63E-03,0.00E+00,0.00E+00,0.00E+00
SD r_T,2.87E+00,8.69E-01,4.34E-01,9.19E-01,8.82E-02,4.21E-03,0.00E+00,0.00E+00,0.00E+00
