r_U,4.07,5.44,4.35,2,0.45,0.06,0.01,0,0,0,0,0,0,0,0
r_O,4.07,6.18,7.5,5.92,1.95,0.29,0.03,0,0,0,0,0,0,0,0
r_T,4.07,5.63,5.22,3.14,0.9,0.13,0.01,0,0,0,0,0,0,0,0
SD r_U,3.97,3.04,1.51,1.27,0.63,0.22,0.09,0.02,0,0,0,0,0,0,0
SD r_O,3.97,3.6,2.07,1.95,1.76,0.66,0.24,0.09,0.01,0,0,0,0,0,0
SD r_T,3.97,3.18,1.53,1.39,0.94,0.34,0.13,0.04,0.01,0,0,0,0,0,0
