1.00E+00,2.00E+00,3.00E+00,4.00E+00,5.00E+00,6.00E+00,7.00E+00,8.00E+00,9.00E+00,1.00E+01,1.10E+01,1.20E+01,1.30E+01,1.40E+01
4.99E+02,4.95E+02,4.77E+02,4.07E+02,2.23E+02,4.78E+01,5.28E+00,7.89E-01,3.51E-01,3.17E-01,3.15E-01,3.15E-01,3.15E-01,3.15E-01
1.00E+00,5.02E+00,2.29E+01,9.22E+01,2.72E+02,4.29E+02,4.02E+02,2.22E+02,4.74E+01,4.96E+00,4.73E-01,3.56E-02,1.60E-03,0.00E+00
0.00E+00,0.00E+00,0.00E+00,1.00E+00,5.02E+00,2.29E+01,9.32E+01,2.77E+02,4.52E+02,4.95E+02,4.99E+02,5.00E+02,5.00E+02,5.00E+02
0.00E+00,1.95E+00,9.89E+00,3.81E+01,8.05E+01,5.61E+01,1.96E+01,1.06E+01,9.99E+00,9.98E+00,9.98E+00,9.98E+00,9.98E+00,9.98E+00
0.00E+00,1.95E+00,9.89E+00,3.81E+01,7.88E+01,4.94E+01,3.58E+01,7.96E+01,5.53E+01,1.69E+01,3.47E+00,3.03E-01,4.90E-02,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.95E+00,9.89E+00,3.81E+01,8.05E+01,5.61E+01,1.96E+01,1.06E+01,9.99E+00,9.98E+00,9.98E+00
