Time,1.00E+00,2.00E+00,3.00E+00,4.00E+00,5.00E+00,6.00E+00,7.00E+00,8.00E+00,9.00E+00,1.00E+01,1.10E+01
r_U,9.01E+00,7.34E+00,3.79E+00,3.48E-01,1.71E-03,3.61E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
r_O,9.01E+00,7.98E+00,7.10E+00,1.97E+00,9.54E-03,8.43E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
r_T,9.01E+00,7.87E+00,6.61E+00,1.78E+00,8.62E-03,8.03E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SD r_U,2.85E+00,7.84E-01,7.94E-01,2.69E-01,9.07E-03,8.51E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SD r_O,2.85E+00,8.96E-01,4.09E-01,9.73E-01,6.01E-02,2.14E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SD r_T,2.85E+00,8.73E-01,4.37E-01,8.84E-01,5.46E-02,2.09E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
