Time,1.00E+00,2.00E+00,3.00E+00,4.00E+00,5.00E+00,6.00E+00,7.00E+00,8.00E+00
r_U,9.03E+00,6.26E+00,3.76E+00,4.99E-01,1.74E-03,0.00E+00,0.00E+00,0.00E+00
r_O,9.03E+00,7.23E+00,6.39E+00,2.63E+00,1.40E-02,0.00E+00,0.00E+00,0.00E+00
r_T,9.03E+00,7.07E+00,5.97E+00,2.37E+00,1.26E-02,0.00E+00,0.00E+00,0.00E+00
SD r_U,2.04E+00,7.34E-01,4.59E-01,2.06E-01,3.84E-03,0.00E+00,0.00E+00,0.00E+00
SD r_O,2.04E+00,7.06E-01,2.84E-01,6.81E-01,3.13E-02,0.00E+00,0.00E+00,0.00E+00
SD r_T,2.04E+00,7.06E-01,2.92E-01,6.15E-01,2.82E-02,0.00E+00,0.00E+00,0.00E+00
